time_s,mu,std,ci_lo,ci_hi
0.0,0.05895310800228142,0.003473331674954441,0.05214537791937072,0.06576083808519212
2.224448897795591,0.05887563891083344,0.003346377230651818,0.052316739538755874,0.065434538282911
4.448897795591182,0.05879889148558622,0.0032227233929284526,0.052482353635446455,0.06511542933572599
6.673346693386772,0.058722979198575276,0.0031026688067180316,0.05264174833740794,0.06480421005974261
8.897795591182364,0.05864802168021475,0.0029865156449964568,0.05279445101602169,0.0645015923444078
11.122244488977955,0.058574144986285964,0.0028745662523570283,0.05293999513166619,0.06420829484090573
13.346693386773545,0.05850148187538105,0.002767118852510052,0.05307792892446135,0.06392503482630076
15.571142284569136,0.05843017209718736,0.0026644622043946395,0.053207826176573866,0.06365251801780085
17.795591182364728,0.05836036269201321,0.0025668691297431167,0.0533292991977167,0.06339142618630972
20.020040080160317,0.05829220830196792,0.002474588901817449,0.05344201405440572,0.06314240254953012
22.24448897795591,0.05822587149422588,0.002387838585742111,0.05354570786617134,0.06290603512228042
24.4689378757515,0.058161523096818005,0.0023067935562335324,0.05364020772660028,0.06268283846703573
26.69338677354709,0.058099342547409887,0.002231577582019396,0.05372545048665187,0.0624732346081679
28.917835671342683,0.058039518255543265,0.0021622530411328595,0.05380150229492286,0.06227753421616367
31.142284569138273,0.05798224797821309,0.002098811991851359,0.05386857647418442,0.06209591948224175
33.366733466933866,0.05792773907576464,0.0020411693969936847,0.05392704705765702,0.061928431093872256
35.591182364729455,0.057876207858757245,0.001989162079931722,0.05397745018209107,0.06177496553542342
37.815631262525045,0.05782787804635468,0.001942553801578442,0.05402047259526094,0.06163528349744843
40.040080160320635,0.05778297911002418,0.0019010437368431566,0.05405693338581159,0.06150902483423677
42.26452905811623,0.0577417446207412,0.001864277601444348,0.05408776052191028,0.06139572871957212
44.48897795591182,0.057704410595690266,0.001831860836617697,0.05411396335591958,0.06129485783546095
46.71342685370741,0.057671213839974506,0.0018033730612832673,0.0541366026398593,0.06120582504008971
48.937875751503,0.05764239027882901,0.0017783829067152244,0.05415675978166717,0.06112802077599085
51.16232464929859,0.05761817327581539,0.001756462366826399,0.05417550703683565,0.061060839514795136
53.38677354709418,0.05759879193243742,0.0017371999116220951,0.054193880105658114,0.06100370375921673
55.611222444889776,0.05758446936458805,0.0017202117894784368,0.05421285425721032,0.06095608447196579
57.835671342685366,0.05757542095118646,0.0017051511471311797,0.054233324702809345,0.06091751719956357
60.060120240480956,0.057571852550313544,0.0016917147902700202,0.054256091561384306,0.06088761353924278
62.284569138276545,0.05757395867809383,0.0016796475686644283,0.054281849443511554,0.06086606791267611
64.50901803607213,0.05758192064550027,0.0016687444866184695,0.05431118145172807,0.060852659839272474
66.73346693386773,0.057595904648184114,0.0016588507121484191,0.054344557252373214,0.060847252043995013
68.95791583166331,0.05761605980434622,0.0016498596941087913,0.054382334803892984,0.06084978480479945
71.18236472945891,0.05764251613557192,0.0016417096069714751,0.05442476530590783,0.06086026696523601
73.40681362725451,0.057675382485451065,0.0016343783402385176,0.05447200093858357,0.06087876403231856
75.63126252505009,0.057714744370695195,0.0016278772442640146,0.05452410497193773,0.06090538376945266
77.85571142284569,0.057760661759342594,0.0016222438445577696,0.05458106382400937,0.06094025969467582
80.08016032064127,0.057813166770517635,0.0016175337470461704,0.05464280062630714,0.06098353291472813
82.30460921843687,0.05787226129007113,0.0016138119782325214,0.054709189812735384,0.06103533276740687
84.52905811623246,0.057937914496284465,0.0016111440341514617,0.0547800721893476,0.06109575680322133
86.75350701402805,0.05801006028966384,0.0016095869447325527,0.054855269877988035,0.06116485070133964
88.97795591182364,0.058088594620686995,0.0016091806876921294,0.05493460047281042,0.06124258876856357
91.20240480961922,0.0581733727118136,0.0016099403025484947,0.055017889718818554,0.06132885570480865
93.42685370741482,0.058264206642382715,0.001611849602973978,0.05510498142055372,0.06142343186421171
95.65130260521042,0.05836086591107193,0.0016148598342343244,0.05519574063597266,0.061525991186171206
97.875751503006,0.058463080756006654,0.0016188930039766297,0.05529005046821246,0.061636111043800845
100.1002004008016,0.05857054573441188,0.0016238466699923324,0.055387806261226906,0.061753285207596854
102.32464929859718,0.05868292320262426,0.0016295994252910472,0.05548890832905381,0.06187693807619472
104.54909819639278,0.05879984670438962,0.0016360167515363164,0.05559325387137844,0.0620064395374008
106.77354709418836,0.05892092427637374,0.0016429569340608136,0.05570072868561455,0.062141119867132937
108.99799599198396,0.0590457416796774,0.001650276769619821,0.05581119921122255,0.062280284148132255
111.22244488977955,0.059173865566016164,0.001657836846272134,0.05592450534732278,0.062423225784709546
113.44689378757514,0.05930484658711409,0.00166550622660221,0.05604045438297375,0.06256923879125442
115.67134268537073,0.0594382224557637,0.0016731664153744105,0.05615881628162986,0.06271762862989755
117.89579158316631,0.059573520966916926,0.0016807145368123203,0.05627932047476478,0.06286772145906908
120.12024048096191,0.05971026298710639,0.0016880656830032513,0.056401654248420016,0.06301887172579276
122.34468937875751,0.05984796542043569,0.0016951544230310164,0.0565254627512949,0.06317046808957648
124.56913827655309,0.059986144159338686,0.0017019354831254798,0.05665035061241275,0.06332193770626462
126.79358717434869,0.06012431702827736,0.0017083836229558067,0.05677588512728398,0.06347274892927074
129.01803607214427,0.060262006728533817,0.001714492744117467,0.05690160095006358,0.06362241250700405
131.24248496993988,0.06039874379225166,0.0017202742758422045,0.057027006211600936,0.06377048137290238
133.46693386773546,0.06053406955389324,0.0017257548917548136,0.0571515899660538,0.06391654914173267
135.69138276553105,0.06066753914730873,0.0017309736214752747,0.05727483084921719,0.06406024744540026
137.91583166332663,0.060798724536648814,0.0017359784328557194,0.0573962068082516,0.06420124226504602
140.14028056112224,0.06092721758941354,0.0017408223748795763,0.05751520573464957,0.06433922944417751
142.36472945891782,0.061052633199990713,0.001745559387292127,0.057631336800898145,0.06447392959908328
144.5891783567134,0.061174612472126036,0.00175023989979998,0.057744142268518074,0.06460508267573399
146.81362725450902,0.06129282596885837,0.0017549063594943393,0.057853209504249464,0.06473244243346728
149.0380761523046,0.06140697703856795,0.0017595888379370208,0.05795818291621139,0.06485577116092452
151.26252505010018,0.06151680522273666,0.0017643008797563172,0.05805877549841428,0.06497483494705905
153.48697394789576,0.06162208926687751,0.0017690362026214384,0.05815477830973949,0.06508940022401553
155.71142284569137,0.06172264723494734,0.0017737686932734727,0.058246060596131334,0.06519923387376335
157.93587174348696,0.06181833407706344,0.0017784553623467485,0.05833256156686381,0.06530410658726307
160.16032064128254,0.06190903897433245,0.0017830399651255862,0.0584142806426863,0.06540379730597859
162.38476953907815,0.061994682773705685,0.0017874568347153598,0.05849126737766358,0.06549809816974779
164.60921843687373,0.06207521550772566,0.0017916347741096185,0.058563611350470814,0.06558681966498052
166.83366733466931,0.06215061399335484,0.0017955008665835252,0.058631432294851134,0.06566979569185855
169.05811623246493,0.06222087950420959,0.0017989840805763813,0.058694870706279885,0.0657468883021393
171.2825651302605,0.062286035510645044,0.0018020185643317797,0.058754079124554756,0.06581799189673533
173.5070140280561,0.06234612548225102,0.001804546545166724,0.05880921425372424,0.0658830367107778
175.73146292585167,0.06240121074742352,0.001806520766893574,0.058860430044312115,0.06594199145053492
177.95591182364728,0.06245136840477256,0.0018079064156965288,0.05890787183000737,0.06599486497953776
180.18036072144287,0.06249668928121689,0.001808682499247507,0.05895167158269178,0.066041706979742
182.40480961923845,0.06253727593169302,0.0018088426560778587,0.058991944325780414,0.06608260753760561
184.62925851703406,0.06257324067547966,0.0018083953826061741,0.05902878572557156,0.06611769562538776
186.85370741482964,0.06260470366420105,0.0018073636744258739,0.05906227086232634,0.06614713646607577
189.07815631262523,0.06263179097662794,0.0018057840872981502,0.05909245416552356,0.0661711277877323
191.30260521042084,0.06265463273544136,0.00180370523262907,0.059119370479488384,0.06618989499139434
193.52705410821642,0.0626733612411653,0.0018011857328279555,0.059143037204822516,0.0662036852775081
195.751503006012,0.0626881091185039,0.001798291674448189,0.05916345743658546,0.06621276080042236
197.97595190380758,0.06269900747034407,0.0017950936117329252,0.059180623991347533,0.06621739094934061
200.2004008016032,0.0627061840346985,0.0017916631900562168,0.05919452418218832,0.0662178438872087
202.42484969939878,0.06270976133987345,0.0017880694772400545,0.05920514516448294,0.06621437751526396
204.64929859719436,0.06270985485314537,0.0017843751098020554,0.05921247963793334,0.0662072300683574
206.87374749498997,0.0627065711182227,0.00178063237931997,0.05921653165475556,0.06619661058168984
209.09819639278555,0.06270000587675448,0.0017768793993634788,0.05921732225400206,0.0661826894995069
211.32264529058114,0.06269024217126942,0.0017731365073569523,0.0592148946168498,0.06616558972568905
213.54709418837672,0.0626773487073875,0.0017694035359774249,0.05920931777687175,0.06614537963790326
215.77154308617233,0.06266137982751417,0.0017656603833178786,0.05920068547621113,0.06612207417881721
217.9959919839679,0.06264237683462773,0.0017618704228882563,0.05918911080576675,0.06609564286348871
220.2204408817635,0.06262036944571309,0.0017579845378364858,0.05917471975155358,0.0660660191398726
222.4448897795591,0.06259537722219853,0.0017539453577059187,0.05915764432109493,0.06603311012330214
224.6693386773547,0.06256741098047892,0.0017496915431997467,0.05913801555580742,0.06599680640515043
226.89378757515027,0.06253647418589464,0.0017451619740266543,0.0591159567168024,0.06595699165498689
229.11823647294588,0.06250256433350908,0.0017402997088900138,0.059091576904084654,0.06591355176293351
231.34268537074146,0.06246567431901158,0.0017350556034072772,0.05906496533633332,0.06586638330168984
233.56713426853705,0.06242579380305645,0.0017293914892342235,0.05903618648415737,0.06581540112195552
