era,BACK,DEFL,SLAP,SNAP,TIP,Unknown,WRAP,WRIST
early,6.429688439793095,2.375796944544689,18.110188860820404,13.039817153855408,6.4808131841693735,0.02105136533140864,0.9563334536268495,52.58631059785878
recent,6.909164803901646,2.1337126600284493,13.452550294655557,14.417801259906524,8.717740296687666,0.7722007722007722,0.8839666734403575,52.71286323917903
