game_id,season,time_elapsed_in_period,xGoal,score_diff,time_bin
20007,2014,38,0.00451063,-2,0–5 min
20007,2014,46,0.0045625,-2,0–5 min
20007,2014,61,0.287657,-2,0–5 min
20007,2014,1110,0.0724162,-2,15–20 min
20007,2014,1160,0.186603,-2,15–20 min
20012,2014,643,0.0167955,-2,10–15 min
20012,2014,661,0.0461808,-2,10–15 min
20012,2014,683,0.00980237,-2,10–15 min
20012,2014,760,0.17161,-2,10–15 min
20012,2014,818,0.0171332,-2,10–15 min
20012,2014,828,0.578089,-2,10–15 min
20023,2014,25,0.0176271,-2,0–5 min
20023,2014,86,0.0261971,-2,0–5 min
20023,2014,91,0.0246078,-2,0–5 min
20023,2014,131,0.0953952,-2,0–5 min
20023,2014,136,0.0553516,-2,0–5 min
20023,2014,151,0.0116354,-2,0–5 min
20023,2014,243,0.0457664,-2,0–5 min
20023,2014,265,0.102568,-2,0–5 min
20023,2014,270,0.101521,-2,0–5 min
20023,2014,339,0.286592,-2,5–10 min
20023,2014,345,0.0305579,-2,5–10 min
20023,2014,352,0.0322064,-2,5–10 min
20023,2014,407,0.071031,-2,5–10 min
20023,2014,492,0.0833717,-2,5–10 min
20023,2014,633,0.0270642,-2,10–15 min
20023,2014,681,0.0132948,-2,10–15 min
20023,2014,707,0.0137361,-2,10–15 min
20023,2014,788,0.0176004,-2,10–15 min
20023,2014,816,0.0528503,-2,10–15 min
20023,2014,830,0.090303,-2,10–15 min
20023,2014,841,0.145763,-2,10–15 min
20024,2014,443,0.0514466,-2,5–10 min
20024,2014,462,0.0509803,-2,5–10 min
20024,2014,464,0.199028,-2,5–10 min
20024,2014,515,0.122657,-2,5–10 min
20024,2014,552,0.097255,-2,5–10 min
20025,2014,76,0.0046327,-2,0–5 min
20025,2014,183,0.158633,-2,0–5 min
20025,2014,315,0.0274505,-2,5–10 min
20025,2014,365,0.0701968,-2,5–10 min
20025,2014,371,0.0306429,-2,5–10 min
20025,2014,444,0.0378644,-2,5–10 min
20025,2014,548,0.00753636,-2,5–10 min
20025,2014,582,0.0261588,-2,5–10 min
20025,2014,620,0.0169502,-2,10–15 min
20025,2014,716,0.0582005,-2,10–15 min
20025,2014,717,0.0921447,-2,10–15 min
20025,2014,775,0.0835932,-2,10–15 min
20025,2014,803,0.0224414,-2,10–15 min
20025,2014,826,0.0160764,-2,10–15 min
20025,2014,827,0.129876,-2,10–15 min
20025,2014,917,0.0691444,-2,15–20 min
20025,2014,1082,0.0580702,-2,15–20 min
20027,2014,607,0.0518154,-2,10–15 min
20027,2014,656,0.0193433,-2,10–15 min
20027,2014,715,0.00973303,-2,10–15 min
20027,2014,768,0.152862,-2,10–15 min
20027,2014,841,0.00803574,-2,10–15 min
20027,2014,857,0.219586,-2,10–15 min
20027,2014,898,0.0350747,-2,10–15 min
20027,2014,1018,0.0125624,-2,15–20 min
20027,2014,1072,0.041622,-2,15–20 min
20027,2014,1092,0.0738401,-2,15–20 min
20027,2014,1103,0.0212076,-2,15–20 min
20027,2014,1113,0.0392254,-2,15–20 min
20027,2014,1130,0.0451704,-2,15–20 min
20027,2014,1166,0.0776916,-2,15–20 min
20028,2014,684,0.0552549,-2,10–15 min
20028,2014,724,0.0407389,-2,10–15 min
20028,2014,746,0.0930747,-2,10–15 min
20028,2014,760,0.0334082,-2,10–15 min
20028,2014,796,0.0427606,-2,10–15 min
20049,2014,38,0.00756436,-2,0–5 min
20049,2014,43,0.0464492,-2,0–5 min
20049,2014,66,0.0140745,-2,0–5 min
20049,2014,74,0.0118282,-2,0–5 min
20049,2014,120,0.0163444,-2,0–5 min
20049,2014,148,0.0336793,-2,0–5 min
20049,2014,183,0.0130714,-2,0–5 min
20049,2014,211,0.0210669,-2,0–5 min
20049,2014,219,0.126098,-2,0–5 min
20049,2014,631,0.102193,-2,10–15 min
20049,2014,657,0.00828715,-2,10–15 min
20049,2014,736,0.203595,-2,10–15 min
20049,2014,747,0.0132464,-2,10–15 min
20049,2014,777,0.0936583,-2,10–15 min
20049,2014,779,0.321645,-2,10–15 min
20049,2014,893,0.147493,-2,10–15 min
20049,2014,926,0.00462279,-2,15–20 min
20049,2014,1063,0.0295933,-2,15–20 min
20049,2014,1128,0.00460812,-2,15–20 min
20049,2014,1135,0.0470058,-2,15–20 min
20052,2014,187,0.0187492,-2,0–5 min
20052,2014,205,0.0135798,-2,0–5 min
20053,2014,545,0.01,-2,5–10 min
20053,2014,550,0.0302265,-2,5–10 min
20053,2014,559,0.03138,-2,5–10 min
20053,2014,584,0.11615,-2,5–10 min
20053,2014,599,0.00547555,-2,5–10 min
20053,2014,632,0.00642133,-2,10–15 min
20053,2014,641,0.00897157,-2,10–15 min
20053,2014,832,0.00774431,-2,10–15 min
20053,2014,849,0.083138,-2,10–15 min
20053,2014,851,0.361613,-2,10–15 min
20054,2014,1153,0.0112258,-2,15–20 min
20058,2014,176,0.0462946,-2,0–5 min
20058,2014,183,0.0444439,-2,0–5 min
20058,2014,208,0.017803,-2,0–5 min
20058,2014,294,0.0475253,-2,0–5 min
20058,2014,357,0.119544,-2,5–10 min
20058,2014,392,0.0599354,-2,5–10 min
20058,2014,394,0.0220289,-2,5–10 min
20058,2014,426,0.0135518,-2,5–10 min
20058,2014,553,0.00802164,-2,5–10 min
20058,2014,555,0.0679319,-2,5–10 min
20058,2014,580,0.305688,-2,5–10 min
20058,2014,600,0.034778,-2,10–15 min
20058,2014,692,0.139467,-2,10–15 min
20058,2014,703,0.255752,-2,10–15 min
20064,2014,85,0.0466382,-2,0–5 min
20064,2014,152,0.0165898,-2,0–5 min
20064,2014,182,0.134739,-2,0–5 min
20064,2014,203,0.112074,-2,0–5 min
20064,2014,222,0.0185732,-2,0–5 min
20064,2014,252,0.0729379,-2,0–5 min
20064,2014,369,0.00865683,-2,5–10 min
20064,2014,452,0.0350539,-2,5–10 min
20064,2014,458,0.024717,-2,5–10 min
20064,2014,461,0.202821,-2,5–10 min
20064,2014,466,0.0502471,-2,5–10 min
20064,2014,500,0.12621,-2,5–10 min
20064,2014,548,0.0687079,-2,5–10 min
20064,2014,581,0.0171827,-2,5–10 min
20064,2014,612,0.0737945,-2,10–15 min
20064,2014,624,0.0110307,-2,10–15 min
20064,2014,829,0.0352613,-2,10–15 min
20064,2014,881,0.0374622,-2,10–15 min
20064,2014,895,0.0410048,-2,10–15 min
20064,2014,922,0.133672,-2,15–20 min
20064,2014,1001,0.0702049,-2,15–20 min
20064,2014,1017,0.00727588,-2,15–20 min
20064,2014,1049,0.211235,-2,15–20 min
20068,2014,1152,0.0236151,-2,15–20 min
20068,2014,1179,0.124423,-2,15–20 min
20068,2014,1180,0.1425,-2,15–20 min
20068,2014,1184,0.207742,-2,15–20 min
20070,2014,114,0.0141648,-2,0–5 min
20070,2014,177,0.0135182,-2,0–5 min
20070,2014,343,0.0117549,-2,5–10 min
20070,2014,353,0.0698895,-2,5–10 min
20070,2014,360,0.031704,-2,5–10 min
20070,2014,421,0.013415,-2,5–10 min
20070,2014,436,0.00976555,-2,5–10 min
20070,2014,450,0.00558364,-2,5–10 min
20070,2014,477,0.00614724,-2,5–10 min
20070,2014,478,0.0130604,-2,5–10 min
20070,2014,512,0.35901,-2,5–10 min
20074,2014,211,0.0367121,-2,0–5 min
20074,2014,217,0.0945723,-2,0–5 min
20074,2014,241,0.0149524,-2,0–5 min
20074,2014,320,0.0518822,-2,5–10 min
20074,2014,365,0.0386919,-2,5–10 min
20074,2014,407,0.122075,-2,5–10 min
20080,2014,71,0.0606621,-2,0–5 min
20080,2014,71,0.234296,-2,0–5 min
20080,2014,118,0.0252083,-2,0–5 min
20080,2014,152,0.040788,-2,0–5 min
20080,2014,210,0.0238992,-2,0–5 min
20080,2014,241,0.197341,-2,0–5 min
20080,2014,296,0.0810331,-2,0–5 min
20080,2014,546,0.669662,-2,5–10 min
20084,2014,26,0.226814,-2,0–5 min
20084,2014,31,0.0279111,-2,0–5 min
20084,2014,40,0.046923,-2,0–5 min
20084,2014,57,0.0775369,-2,0–5 min
20084,2014,63,0.153772,-2,0–5 min
20084,2014,143,0.0355401,-2,0–5 min
20084,2014,205,0.0637526,-2,0–5 min
20084,2014,232,0.0446333,-2,0–5 min
20084,2014,346,0.0195161,-2,5–10 min
20084,2014,410,0.0249838,-2,5–10 min
20084,2014,418,0.0126818,-2,5–10 min
20084,2014,426,0.0230229,-2,5–10 min
20084,2014,434,0.00953867,-2,5–10 min
20084,2014,470,0.156185,-2,5–10 min
20084,2014,475,0.107779,-2,5–10 min
20084,2014,563,0.035226,-2,5–10 min
20084,2014,612,0.0204609,-2,10–15 min
20084,2014,627,0.0111721,-2,10–15 min
20084,2014,685,0.0663929,-2,10–15 min
20084,2014,715,0.0170599,-2,10–15 min
20084,2014,753,0.00627258,-2,10–15 min
20084,2014,764,0.0127349,-2,10–15 min
20084,2014,882,0.0625457,-2,10–15 min
20084,2014,921,0.00920819,-2,15–20 min
20084,2014,1093,0.0161754,-2,15–20 min
20084,2014,1145,0.164367,-2,15–20 min
20084,2014,1165,0.0154317,-2,15–20 min
20084,2014,1168,0.0127787,-2,15–20 min
20092,2014,35,0.0187218,-2,0–5 min
20092,2014,39,0.0350778,-2,0–5 min
20092,2014,74,0.0235102,-2,0–5 min
20092,2014,91,0.01,-2,0–5 min
20092,2014,175,0.0325157,-2,0–5 min
20092,2014,176,0.316764,-2,0–5 min
20092,2014,323,0.0888163,-2,5–10 min
20092,2014,350,0.0192929,-2,5–10 min
20092,2014,448,0.00381724,-2,5–10 min
20092,2014,459,0.00801144,-2,5–10 min
20092,2014,519,0.0818519,-2,5–10 min
20092,2014,520,0.211977,-2,5–10 min
20092,2014,557,0.0116198,-2,5–10 min
20092,2014,576,0.0237552,-2,5–10 min
20092,2014,669,0.0462393,-2,10–15 min
20092,2014,702,0.00899873,-2,10–15 min
20092,2014,709,0.0106841,-2,10–15 min
20092,2014,734,0.143552,-2,10–15 min
20092,2014,773,0.001,-2,10–15 min
20092,2014,794,0.0539386,-2,10–15 min
20092,2014,832,0.0533047,-2,10–15 min
20092,2014,894,0.16775,-2,10–15 min
20092,2014,1070,0.110628,-2,15–20 min
20092,2014,1094,0.120384,-2,15–20 min
20092,2014,1109,0.01,-2,15–20 min
20096,2014,169,0.0325802,-2,0–5 min
20096,2014,220,0.0268267,-2,0–5 min
20096,2014,244,0.0152166,-2,0–5 min
20096,2014,284,0.0238079,-2,0–5 min
20096,2014,289,0.0213396,-2,0–5 min
20096,2014,297,0.115228,-2,0–5 min
20096,2014,369,0.0174483,-2,5–10 min
20096,2014,381,0.0828792,-2,5–10 min
20096,2014,432,0.0430597,-2,5–10 min
20096,2014,453,0.0215878,-2,5–10 min
20096,2014,464,0.0144899,-2,5–10 min
20096,2014,601,0.014986,-2,10–15 min
20096,2014,611,0.0719128,-2,10–15 min
20096,2014,634,0.100621,-2,10–15 min
20096,2014,640,0.0179322,-2,10–15 min
20096,2014,644,0.01709,-2,10–15 min
20096,2014,652,0.0124745,-2,10–15 min
20096,2014,708,0.0193122,-2,10–15 min
20096,2014,739,0.224602,-2,10–15 min
20096,2014,754,0.100084,-2,10–15 min
20096,2014,756,0.311401,-2,10–15 min
20097,2014,74,0.013201,-2,0–5 min
20097,2014,177,0.0149253,-2,0–5 min
20097,2014,273,0.0399459,-2,0–5 min
20097,2014,325,0.0413711,-2,5–10 min
20097,2014,329,0.0162455,-2,5–10 min
20097,2014,368,0.0366762,-2,5–10 min
20097,2014,395,0.0127863,-2,5–10 min
20097,2014,527,0.076625,-2,5–10 min
20097,2014,566,0.121633,-2,5–10 min
20097,2014,591,0.0951082,-2,5–10 min
20097,2014,602,0.0228126,-2,10–15 min
20097,2014,623,0.0803524,-2,10–15 min
20097,2014,748,0.00832307,-2,10–15 min
20097,2014,797,0.0299402,-2,10–15 min
20097,2014,811,0.001,-2,10–15 min
20097,2014,875,0.00738275,-2,10–15 min
20097,2014,895,0.00754921,-2,10–15 min
20097,2014,1020,0.015046,-2,15–20 min
20097,2014,1076,0.021143,-2,15–20 min
20097,2014,1120,0.0820412,-2,15–20 min
20097,2014,1135,0.173945,-2,15–20 min
20097,2014,1140,0.0345116,-2,15–20 min
20097,2014,1192,0.134169,-2,15–20 min
20099,2014,25,0.0615742,-2,0–5 min
20099,2014,34,0.0953074,-2,0–5 min
20099,2014,36,0.244725,-2,0–5 min
20099,2014,72,0.0208635,-2,0–5 min
20099,2014,88,0.15159,-2,0–5 min
20099,2014,95,0.0216401,-2,0–5 min
20099,2014,231,0.0918411,-2,0–5 min
20099,2014,240,0.0282607,-2,0–5 min
20099,2014,266,0.0127625,-2,0–5 min
20099,2014,296,0.0981391,-2,0–5 min
20099,2014,314,0.0244469,-2,5–10 min
20099,2014,349,0.0920831,-2,5–10 min
20099,2014,352,0.0640136,-2,5–10 min
20099,2014,403,0.0172143,-2,5–10 min
20099,2014,447,0.207287,-2,5–10 min
20099,2014,471,0.0106996,-2,5–10 min
20099,2014,525,0.0204711,-2,5–10 min
20099,2014,585,0.0164833,-2,5–10 min
20099,2014,670,0.00428753,-2,10–15 min
20099,2014,678,0.0131415,-2,10–15 min
20099,2014,687,0.014229,-2,10–15 min
20099,2014,729,0.00646925,-2,10–15 min
20099,2014,761,0.00744455,-2,10–15 min
20099,2014,814,0.0070868,-2,10–15 min
20099,2014,892,0.175199,-2,10–15 min
20099,2014,915,0.0139246,-2,15–20 min
20099,2014,919,0.0560144,-2,15–20 min
20099,2014,961,0.0629421,-2,15–20 min
20099,2014,967,0.012684,-2,15–20 min
20099,2014,975,0.0129915,-2,15–20 min
20099,2014,1001,0.0835705,-2,15–20 min
20099,2014,1002,0.238237,-2,15–20 min
20099,2014,1008,0.0125315,-2,15–20 min
20099,2014,1011,0.0207388,-2,15–20 min
20099,2014,1048,0.0135875,-2,15–20 min
20099,2014,1178,0.0145485,-2,15–20 min
20099,2014,1195,0.0206234,-2,15–20 min
20103,2014,183,0.00804213,-2,0–5 min
20103,2014,245,0.0494326,-2,0–5 min
20103,2014,339,0.0859079,-2,5–10 min
20103,2014,355,0.204008,-2,5–10 min
20103,2014,635,0.01444,-2,10–15 min
20103,2014,652,0.148216,-2,10–15 min
20103,2014,698,0.00671403,-2,10–15 min
20103,2014,776,0.0225266,-2,10–15 min
20104,2014,970,0.0447544,-2,15–20 min
20104,2014,1021,0.126201,-2,15–20 min
20104,2014,1049,0.0737103,-2,15–20 min
20105,2014,18,0.0352983,-2,0–5 min
20105,2014,40,0.00657517,-2,0–5 min
20105,2014,194,0.0291275,-2,0–5 min
20105,2014,221,0.0419757,-2,0–5 min
20105,2014,374,0.00459426,-2,5–10 min
20105,2014,412,0.0171729,-2,5–10 min
20105,2014,439,0.00685775,-2,5–10 min
20105,2014,477,0.0246395,-2,5–10 min
20105,2014,562,0.0553058,-2,5–10 min
20105,2014,567,0.0999004,-2,5–10 min
20105,2014,586,0.093272,-2,5–10 min
20105,2014,601,0.0270365,-2,10–15 min
20105,2014,612,0.0330212,-2,10–15 min
20105,2014,644,0.0256738,-2,10–15 min
20105,2014,656,0.021085,-2,10–15 min
20105,2014,667,0.0189483,-2,10–15 min
20105,2014,707,0.0161251,-2,10–15 min
20105,2014,777,0.0865531,-2,10–15 min
20105,2014,812,0.00582408,-2,10–15 min
20105,2014,826,0.063615,-2,10–15 min
20105,2014,831,0.0339937,-2,10–15 min
20105,2014,863,0.00451926,-2,10–15 min
20105,2014,941,0.00987754,-2,15–20 min
20105,2014,966,0.0179851,-2,15–20 min
20105,2014,982,0.0312667,-2,15–20 min
20105,2014,1020,0.0395773,-2,15–20 min
20105,2014,1038,0.0700583,-2,15–20 min
20108,2014,483,0.013089,-2,5–10 min
20108,2014,496,0.0133589,-2,5–10 min
20108,2014,546,0.0220258,-2,5–10 min
20108,2014,561,0.00753678,-2,5–10 min
20108,2014,592,0.0448631,-2,5–10 min
20108,2014,624,0.0204168,-2,10–15 min
20108,2014,674,0.074737,-2,10–15 min
20108,2014,678,0.139891,-2,10–15 min
20108,2014,710,0.19201,-2,10–15 min
20108,2014,789,0.0319954,-2,10–15 min
20108,2014,924,0.0210256,-2,15–20 min
20108,2014,988,0.0182033,-2,15–20 min
20108,2014,1045,0.0118262,-2,15–20 min
20108,2014,1113,0.0898311,-2,15–20 min
20108,2014,1137,0.436098,-2,15–20 min
20108,2014,1141,0.0485121,-2,15–20 min
20110,2014,932,0.143705,-2,15–20 min
20112,2014,98,0.0467426,-2,0–5 min
20112,2014,117,0.00882225,-2,0–5 min
20112,2014,157,0.0823799,-2,0–5 min
20118,2014,776,0.0543153,-2,10–15 min
20118,2014,896,0.0150868,-2,10–15 min
20118,2014,918,0.0106754,-2,15–20 min
20118,2014,920,0.0306597,-2,15–20 min
20118,2014,926,0.130126,-2,15–20 min
20121,2014,1194,0.0448769,-2,15–20 min
20123,2014,23,0.0153711,-2,0–5 min
20123,2014,172,0.0551955,-2,0–5 min
20123,2014,178,0.0800514,-2,0–5 min
20123,2014,221,0.0797736,-2,0–5 min
20123,2014,222,0.261437,-2,0–5 min
20123,2014,232,0.0115706,-2,0–5 min
20123,2014,310,0.0385708,-2,5–10 min
20123,2014,323,0.031651,-2,5–10 min
20123,2014,383,0.0170872,-2,5–10 min
20123,2014,385,0.333919,-2,5–10 min
20123,2014,425,0.0393375,-2,5–10 min
20123,2014,493,0.015284,-2,5–10 min
20123,2014,496,0.237899,-2,5–10 min
20123,2014,555,0.0549451,-2,5–10 min
20123,2014,618,0.0783689,-2,10–15 min
20123,2014,621,0.302557,-2,10–15 min
20123,2014,705,0.0777201,-2,10–15 min
20123,2014,780,0.0150479,-2,10–15 min
20123,2014,781,0.198185,-2,10–15 min
20123,2014,782,0.355338,-2,10–15 min
20123,2014,828,0.00886477,-2,10–15 min
20123,2014,858,0.0154107,-2,10–15 min
20123,2014,907,0.00501745,-2,15–20 min
20123,2014,964,0.00969098,-2,15–20 min
20124,2014,20,0.00786839,-2,0–5 min
20124,2014,35,0.157365,-2,0–5 min
20124,2014,55,0.0226131,-2,0–5 min
20124,2014,67,0.0109391,-2,0–5 min
20124,2014,99,0.008365,-2,0–5 min
20124,2014,183,0.0728956,-2,0–5 min
20124,2014,226,0.0576252,-2,0–5 min
20124,2014,244,0.132499,-2,0–5 min
20124,2014,261,0.130477,-2,0–5 min
20127,2014,28,0.035654,-2,0–5 min
20127,2014,73,0.0395301,-2,0–5 min
20127,2014,220,0.284458,-2,0–5 min
20127,2014,329,0.212638,-2,5–10 min
20129,2014,318,0.0663915,-2,5–10 min
20130,2014,213,0.0411107,-2,0–5 min
20130,2014,282,0.0278033,-2,0–5 min
20130,2014,327,0.0233631,-2,5–10 min
20130,2014,432,0.0577729,-2,5–10 min
20130,2014,438,0.0973482,-2,5–10 min
20130,2014,503,0.0862057,-2,5–10 min
20135,2014,808,0.0301986,-2,10–15 min
20135,2014,831,0.0396416,-2,10–15 min
20135,2014,871,0.0245233,-2,10–15 min
20135,2014,938,0.174873,-2,15–20 min
20135,2014,976,0.0127478,-2,15–20 min
20135,2014,1040,0.16878,-2,15–20 min
20135,2014,1095,0.0648271,-2,15–20 min
20135,2014,1144,0.0586037,-2,15–20 min
20135,2014,1146,0.277281,-2,15–20 min
20135,2014,1148,0.176658,-2,15–20 min
20135,2014,1163,0.21463,-2,15–20 min
20140,2014,20,0.0057538,-2,0–5 min
20140,2014,49,0.152816,-2,0–5 min
20140,2014,73,0.0222158,-2,0–5 min
20140,2014,118,0.331785,-2,0–5 min
20140,2014,124,0.0512661,-2,0–5 min
20140,2014,166,0.0162628,-2,0–5 min
20140,2014,210,0.0130998,-2,0–5 min
20140,2014,214,0.0321984,-2,0–5 min
20140,2014,234,0.0435363,-2,0–5 min
20140,2014,365,0.265755,-2,5–10 min
20140,2014,487,0.0296768,-2,5–10 min
20140,2014,562,0.226142,-2,5–10 min
20140,2014,564,0.191537,-2,5–10 min
20142,2014,396,0.0269328,-2,5–10 min
20142,2014,397,0.198867,-2,5–10 min
20142,2014,398,0.273473,-2,5–10 min
20142,2014,1029,0.00578119,-2,15–20 min
20142,2014,1109,0.0299246,-2,15–20 min
20142,2014,1121,0.0393981,-2,15–20 min
20142,2014,1127,0.0721702,-2,15–20 min
20142,2014,1146,0.109707,-2,15–20 min
20142,2014,1146,0.343163,-2,15–20 min
20144,2014,213,0.00906309,-2,0–5 min
20144,2014,260,0.0896508,-2,0–5 min
20144,2014,359,0.0263389,-2,5–10 min
20144,2014,400,0.021686,-2,5–10 min
20144,2014,545,0.779668,-2,5–10 min
20144,2014,568,0.00399494,-2,5–10 min
20144,2014,614,0.0211413,-2,10–15 min
20144,2014,686,0.0619343,-2,10–15 min
20144,2014,845,0.0533752,-2,10–15 min
20144,2014,856,0.0310908,-2,10–15 min
20144,2014,897,0.0153567,-2,10–15 min
20144,2014,931,0.0196363,-2,15–20 min
20144,2014,1014,0.122704,-2,15–20 min
20144,2014,1018,0.112031,-2,15–20 min
20144,2014,1031,0.0111188,-2,15–20 min
20144,2014,1086,0.241432,-2,15–20 min
20144,2014,1105,0.055378,-2,15–20 min
20144,2014,1161,0.00524447,-2,15–20 min
20144,2014,1191,0.00370139,-2,15–20 min
20147,2014,361,0.036482,-2,5–10 min
20147,2014,395,0.0149214,-2,5–10 min
20147,2014,466,0.0107823,-2,5–10 min
20147,2014,472,0.0135488,-2,5–10 min
20147,2014,515,0.0499714,-2,5–10 min
20147,2014,662,0.100617,-2,10–15 min
20147,2014,731,0.0306915,-2,10–15 min
20149,2014,162,0.0741623,-2,0–5 min
20149,2014,207,0.0100246,-2,0–5 min
20149,2014,227,0.0110926,-2,0–5 min
20149,2014,277,0.020398,-2,0–5 min
20149,2014,296,0.122731,-2,0–5 min
20149,2014,299,0.220598,-2,0–5 min
20149,2014,357,0.0354453,-2,5–10 min
20149,2014,368,0.0239066,-2,5–10 min
20149,2014,388,0.0260881,-2,5–10 min
20149,2014,450,0.0339467,-2,5–10 min
20149,2014,497,0.0947007,-2,5–10 min
20149,2014,519,0.00886232,-2,5–10 min
20149,2014,646,0.103405,-2,10–15 min
20149,2014,677,0.001,-2,10–15 min
20149,2014,718,0.0101846,-2,10–15 min
20149,2014,727,0.00987419,-2,10–15 min
20149,2014,792,0.0862373,-2,10–15 min
20149,2014,861,0.0247971,-2,10–15 min
20149,2014,864,0.222651,-2,10–15 min
20149,2014,864,0.336108,-2,10–15 min
20149,2014,887,0.011029,-2,10–15 min
20149,2014,920,0.0771913,-2,15–20 min
20149,2014,931,0.0282374,-2,15–20 min
20149,2014,956,0.0769629,-2,15–20 min
20149,2014,1046,0.0578741,-2,15–20 min
20149,2014,1064,0.125304,-2,15–20 min
20149,2014,1077,0.0234365,-2,15–20 min
20151,2014,414,0.0932253,-2,5–10 min
20151,2014,519,0.0408661,-2,5–10 min
20151,2014,550,0.114523,-2,5–10 min
20151,2014,552,0.317687,-2,5–10 min
20151,2014,578,0.00722117,-2,5–10 min
20151,2014,582,0.0174429,-2,5–10 min
20151,2014,605,0.00289903,-2,10–15 min
20151,2014,623,0.00506223,-2,10–15 min
20151,2014,639,0.00523133,-2,10–15 min
20151,2014,647,0.575871,-2,10–15 min
20152,2014,960,0.0548016,-2,15–20 min
20152,2014,1032,0.00656368,-2,15–20 min
20152,2014,1140,0.00969424,-2,15–20 min
20152,2014,1189,0.00812489,-2,15–20 min
20153,2014,28,0.012588,-2,0–5 min
20153,2014,60,0.0247855,-2,0–5 min
20153,2014,107,0.0148931,-2,0–5 min
20153,2014,128,0.0524611,-2,0–5 min
20153,2014,971,0.103411,-2,15–20 min
20153,2014,1069,0.0826861,-2,15–20 min
20153,2014,1087,0.0692423,-2,15–20 min
20153,2014,1098,0.046436,-2,15–20 min
20153,2014,1134,0.0127461,-2,15–20 min
20153,2014,1160,0.0195478,-2,15–20 min
20153,2014,1184,0.106031,-2,15–20 min
20156,2014,1037,0.177039,-2,15–20 min
20156,2014,1053,0.14304,-2,15–20 min
20156,2014,1115,0.0667107,-2,15–20 min
20156,2014,1174,0.0392117,-2,15–20 min
20156,2014,1191,0.382557,-2,15–20 min
20156,2014,1192,0.393648,-2,15–20 min
20161,2014,60,0.00967849,-2,0–5 min
20161,2014,138,0.00400095,-2,0–5 min
20161,2014,139,0.797385,-2,0–5 min
20162,2014,151,0.117244,-2,0–5 min
20162,2014,181,0.0187276,-2,0–5 min
20162,2014,225,0.0274041,-2,0–5 min
20162,2014,289,0.0988239,-2,0–5 min
20162,2014,293,0.0651821,-2,0–5 min
20162,2014,303,0.173163,-2,5–10 min
20165,2014,90,0.0352003,-2,0–5 min
20165,2014,93,0.0316479,-2,0–5 min
20165,2014,128,0.0112336,-2,0–5 min
20165,2014,231,0.01,-2,0–5 min
20165,2014,361,0.10828,-2,5–10 min
20165,2014,409,0.0170964,-2,5–10 min
20165,2014,416,0.124222,-2,5–10 min
20165,2014,420,0.0483054,-2,5–10 min
20165,2014,427,0.0545744,-2,5–10 min
20165,2014,478,0.0274438,-2,5–10 min
20178,2014,1190,0.024274,-2,15–20 min
20180,2014,1117,0.0512936,-2,15–20 min
20180,2014,1147,0.107222,-2,15–20 min
20180,2014,1157,0.0231092,-2,15–20 min
20183,2014,91,0.166037,-2,0–5 min
20183,2014,251,0.0861686,-2,0–5 min
20183,2014,257,0.0125139,-2,0–5 min
20183,2014,297,0.0107774,-2,0–5 min
20183,2014,387,0.015439,-2,5–10 min
20183,2014,433,0.00958106,-2,5–10 min
20183,2014,509,0.103577,-2,5–10 min
20183,2014,530,0.134572,-2,5–10 min
20183,2014,627,0.0534911,-2,10–15 min
20183,2014,654,0.00945902,-2,10–15 min
20183,2014,720,0.138464,-2,10–15 min
20183,2014,776,0.0132112,-2,10–15 min
20183,2014,811,0.0400376,-2,10–15 min
20183,2014,832,0.00631885,-2,10–15 min
20183,2014,833,0.914392,-2,10–15 min
20187,2014,897,0.0803884,-2,10–15 min
20187,2014,909,0.00923161,-2,15–20 min
20187,2014,919,0.0213914,-2,15–20 min
20187,2014,1023,0.00840284,-2,15–20 min
20187,2014,1032,0.0205528,-2,15–20 min
20187,2014,1051,0.0905295,-2,15–20 min
20189,2014,77,0.0579467,-2,0–5 min
20189,2014,120,0.13196,-2,0–5 min
20189,2014,126,0.0316667,-2,0–5 min
20190,2014,66,0.0850741,-2,0–5 min
20190,2014,70,0.123669,-2,0–5 min
20190,2014,102,0.120351,-2,0–5 min
20190,2014,161,0.176246,-2,0–5 min
20190,2014,219,0.0125524,-2,0–5 min
20190,2014,251,0.0889742,-2,0–5 min
20190,2014,263,0.00519028,-2,0–5 min
20190,2014,333,0.0170712,-2,5–10 min
20190,2014,346,0.0161484,-2,5–10 min
20190,2014,364,0.095493,-2,5–10 min
20190,2014,398,0.136404,-2,5–10 min
20190,2014,420,0.0499401,-2,5–10 min
20190,2014,475,0.00808262,-2,5–10 min
20190,2014,592,0.00913432,-2,5–10 min
20190,2014,685,0.01,-2,10–15 min
20190,2014,770,0.0701719,-2,10–15 min
20190,2014,804,0.102013,-2,10–15 min
20190,2014,844,0.0114541,-2,10–15 min
20190,2014,902,0.00895732,-2,15–20 min
20190,2014,931,0.0201974,-2,15–20 min
20190,2014,944,0.022409,-2,15–20 min
20190,2014,1015,0.0399446,-2,15–20 min
20191,2014,20,0.0114192,-2,0–5 min
20191,2014,25,0.0281034,-2,0–5 min
20191,2014,27,0.290901,-2,0–5 min
20191,2014,67,0.0189972,-2,0–5 min
20191,2014,173,0.101255,-2,0–5 min
20191,2014,197,0.0900455,-2,0–5 min
20191,2014,262,0.0733287,-2,0–5 min
20191,2014,274,0.00742216,-2,0–5 min
20191,2014,314,0.00918317,-2,5–10 min
20191,2014,327,0.0541721,-2,5–10 min
20191,2014,408,0.0806877,-2,5–10 min
